tripduration,starttime
6.866666667,385.6666667
6.85,386.2333333
23.75,386.3166667
10.41666667,386.3833333
26.01666667,386.4
4.883333333,386.7833333
15.56666667,387.2333333
38.16666667,387.3333333
12.76666667,387.4
21.35,388.3
14.36666667,388.4666667
29.46666667,388.5833333
28.18333333,388.6833333
18.76666667,388.9833333
15,390.95
3.466666667,390.95
13.93333333,391.3666667
13.18333333,391.4
20.63333333,391.95
32.61666667,393.1333333
5.55,393.2166667
24.63333333,393.3166667
3.616666667,393.8
13.4,393.8333333
11.4,393.9166667
22.61666667,394.4666667
14.35,395.0166667
6.4,395.0666667
5.65,395.25
6.85,395.4
19.66666667,395.75
8.933333333,396.2166667
24.26666667,396.8666667
14.46666667,397.2
10.53333333,397.35
15.81666667,397.35
11.48333333,397.4333333
23.88333333,397.6166667
5.933333333,397.6166667
23.25,397.6666667
8.566666667,397.8666667
11.18333333,397.9333333
9.216666667,397.9333333
13.95,397.95
7.333333333,397.95
10.26666667,398.0333333
18.73333333,398.25
11.66666667,398.3666667
6.566666667,398.9833333
10.11666667,399.0833333
13.75,399.2333333
11.83333333,399.5
7.7,399.5333333
11.93333333,400.1
39.68333333,400.6833333
25.38333333,401.5833333
8.516666667,401.6166667
8.233333333,401.8833333
7.833333333,402.3833333
21.08333333,402.7166667
7.733333333,402.7666667
11.25,403.1833333
15.45,403.3
5.2,403.35
10.58333333,403.35
11.73333333,403.65
86.33333333,403.7333333
12.11666667,403.7833333
10.6,403.9333333
7.916666667,404.1166667
11.55,405.1666667
7.25,405.4
6.733333333,405.75
8,405.8833333
17.86666667,406.5
10.93333333,406.5666667
16.23333333,406.6833333
29.36666667,406.9333333
14.11666667,406.9666667
12.83333333,407.7333333
7.816666667,408.1833333
3.95,408.3666667
9.85,408.5333333
6.883333333,408.5833333
2.85,408.6333333
9.716666667,408.7833333
16.78333333,408.7833333
7.2,408.8833333
9.45,408.9
20.58333333,408.9166667
13.16666667,409
2.683333333,409.0833333
15.25,409.5166667
28.61666667,409.55
9.683333333,410.1
12.83333333,410.4833333
12.68333333,410.65
6.733333333,410.7833333
12.78333333,410.8166667
4.25,410.8833333
11.06666667,411.1166667
9.4,412.1833333
7.316666667,412.4
13.85,412.6833333
10.53333333,412.6833333
28.13333333,412.7
2.95,413.4166667
10.65,413.65
29.16666667,413.8
32.68333333,413.9333333
12.13333333,413.9666667
26.25,414.0666667
10.18333333,414.55
13,415.35
8.666666667,415.5833333
6,416.65
8.666666667,416.7
7.383333333,416.8
34.98333333,416.9
19.11666667,417.2333333
10.01666667,417.2833333
6.783333333,417.4
21.91666667,417.6333333
4.483333333,417.8666667
13.88333333,418.0833333
8.633333333,418.1166667
8.816666667,419.1166667
21.05,419.5833333
34.18333333,419.65
40.43333333,420.1333333
17.36666667,420.3333333
13.9,420.75
16.01666667,420.9666667
20.45,421.0166667
12.63333333,421.55
17.6,421.7
3.533333333,421.8333333
5.85,422.8166667
27.11666667,422.8166667
11.1,423.3166667
2.7,423.3333333
7.133333333,423.3333333
19.15,423.4833333
6.883333333,423.4833333
11.25,423.5166667
4.55,424.2333333
9.966666667,424.9333333
12.2,425.1
7.95,425.2
60.81666667,425.2166667
12.36666667,425.3
12.26666667,425.3666667
16.25,425.6666667
10.65,425.8833333
6.983333333,425.9666667
15.01666667,426.2333333
25.93333333,426.2833333
9.166666667,426.7166667
14.85,426.8833333
12.1,427.25
4.85,427.7
10.73333333,428.0333333
40.71666667,428.5
23.48333333,428.5166667
21.66666667,429.1
2.183333333,429.55
12.1,429.55
4.683333333,429.5833333
17.5,429.6666667
9.633333333,429.95
24.68333333,430.05
12.25,430.2666667
6.633333333,431.1333333
15.28333333,431.2833333
11.26666667,431.9666667
36.73333333,432.3166667
19.66666667,432.4
17.46666667,433.0333333
15.9,433.0666667
20.35,433.3333333
34.13333333,433.3333333
18.7,433.3666667
12.85,433.4
9.3,433.6166667
19.45,433.7833333
11.2,433.8833333
14.76666667,433.9166667
40.63333333,434.05
26.15,434.1833333
5.183333333,434.35
28.9,434.4833333
14.61666667,434.5
12.15,434.5666667
3.666666667,434.9166667
3.666666667,434.9833333
16.63333333,435.1166667
25.28333333,435.2666667
3.133333333,435.3166667
17.3,435.3333333
24.36666667,435.4833333
8.233333333,435.5666667
8.733333333,435.6166667
5.883333333,435.7666667
10.25,436.1
6.216666667,436.1166667
7.5,436.25
11.01666667,436.7
5.466666667,436.7166667
13.66666667,436.7833333
16.45,436.7833333
9.25,436.85
16.31666667,436.9666667
4.933333333,437.05
19.91666667,437.25
3.983333333,437.4833333
28.41666667,437.7833333
24.65,437.85
10.18333333,438
11.01666667,438.15
21.81666667,438.2166667
6.15,438.2166667
17.91666667,438.2333333
18.98333333,438.6
7.483333333,438.6333333
5.933333333,438.7
11.81666667,438.9166667
6.916666667,439.0166667
9.116666667,439.15
11.26666667,439.4166667
35.31666667,439.8833333
5.266666667,440.35
6.983333333,440.5
5.95,440.6833333
14.58333333,440.7333333
12.36666667,440.9166667
12.71666667,440.9166667
21.63333333,441.0333333
12.31666667,441.2666667
19.71666667,441.3666667
3.566666667,441.4666667
9.95,441.6666667
5,441.7333333
9.133333333,441.85
25.26666667,441.8666667
11.46666667,441.9166667
3.083333333,442.0333333
7.983333333,442.1166667
54.6,442.2833333
7.7,442.5166667
17.21666667,442.7333333
20.31666667,442.8666667
25.6,442.9166667
18.95,442.9333333
8.516666667,442.9333333
19.33333333,442.95
16.55,443.0666667
7.783333333,443.6333333
18.03333333,443.7333333
19.43333333,444
3.216666667,444.1333333
14.33333333,444.2
19.4,444.2666667
35.03333333,444.35
13.55,444.4833333
13.05,444.6333333
20.76666667,444.7333333
16.81666667,445.0666667
19.1,446.1833333
21.88333333,446.35
5.533333333,446.35
10.93333333,446.4833333
26.45,446.5
13.36666667,446.8166667
12.6,446.85
14.25,447.0833333
10.88333333,447.2
8,447.2166667
12.66666667,447.3
10.85,447.35
9.216666667,447.45
5.2,447.6
14.78333333,447.65
14.4,447.7833333
6.1,447.8
15.55,447.8
9.183333333,448
11.85,448.25
11.68333333,448.2666667
10.88333333,448.2833333
9.933333333,448.3833333
9.2,448.4
14.96666667,448.4833333
12.7,448.55
15.95,449.0166667
11.53333333,449.25
4.733333333,449.3333333
19.51666667,449.7166667
11.73333333,449.75
5.283333333,449.85
13.26666667,450.05
15.11666667,450.2166667
16.63333333,450.4333333
20.61666667,450.4333333
13.61666667,450.9333333
16.53333333,451.05
33.98333333,451.4666667
16.65,451.65
23.9,451.8166667
17.75,452.1833333
15.45,452.2666667
11.11666667,452.35
29.98333333,452.45
37.9,452.5166667
16.06666667,452.6
10.73333333,452.9333333
16.31666667,453.1166667
14.26666667,453.1166667
30.26666667,453.2166667
13,453.35
5.816666667,453.6166667
8.6,453.6666667
12.78333333,453.8
9.1,454.35
10.26666667,454.3666667
5.766666667,454.6
8.25,454.85
13.26666667,454.95
8.3,454.9666667
8.633333333,455.1333333
10.46666667,455.1666667
12.46666667,455.1833333
37.35,455.2333333
29.05,455.55
6.466666667,455.6
10.5,455.6
5.666666667,455.6166667
16.26666667,455.6833333
14.06666667,455.75
12.33333333,455.7666667
4.783333333,455.9666667
8.566666667,456
8.25,456.25
9.683333333,456.3333333
2.733333333,456.4833333
13.41666667,456.5666667
6.95,456.9166667
19.18333333,457.05
10.53333333,457.2333333
69.75,457.4166667
5.433333333,457.4166667
9.933333333,457.4333333
10.98333333,457.5
20,457.5166667
27.6,457.5166667
39.76666667,457.7
69.7,457.8
8.65,457.8333333
17.31666667,458.1666667
15.21666667,458.2166667
13.01666667,458.3
23.1,458.3333333
28.78333333,458.9
3.416666667,458.9333333
18.55,459.15
26.06666667,459.3333333
16.58333333,459.3666667
28.8,459.3666667
17.11666667,459.5833333
27.88333333,459.5833333
17.65,459.7166667
7.316666667,459.9
15.08333333,459.95
5.7,460
3.933333333,460.1333333
7.533333333,460.25
10.01666667,460.2666667
6.816666667,460.4333333
9.116666667,460.4833333
6.5,460.5
5.216666667,460.6166667
18.35,460.6166667
5.116666667,460.65
9.533333333,460.7166667
6.783333333,460.8666667
25.7,461.0333333
21.26666667,461.15
6.833333333,461.2
8.383333333,461.5166667
12.21666667,461.5666667
17.88333333,461.8666667
5.7,462.1166667
16.65,462.15
11.45,462.2166667
23.43333333,462.5
10.55,462.5833333
36.25,462.7666667
14.76666667,462.8
2.55,463.0166667
43.48333333,463.35
4.983333333,463.6
10.93333333,464.0333333
38.16666667,464.0833333
6,464.1166667
7.65,464.2833333
9.316666667,464.3
17.38333333,464.3833333
19,464.4833333
21.7,464.5333333
11.41666667,464.6166667
11.5,464.7
11.78333333,464.7333333
9.15,464.7333333
32.71666667,464.8833333
11.18333333,465.1833333
32.3,465.2333333
18.16666667,465.3
11.08333333,465.4333333
5.883333333,465.4666667
5.55,465.65
12.08333333,465.8166667
11.86666667,465.8833333
7.35,465.8833333
6.366666667,466.3666667
27.15,466.5
11.03333333,466.65
12.96666667,466.9833333
18.65,467.05
9.666666667,467.2166667
3.216666667,467.2666667
16.16666667,467.2833333
4.3,467.4666667
7.033333333,467.6166667
10.81666667,467.7833333
8.683333333,467.95
14.78333333,468.0333333
5.133333333,468.05
11.73333333,468.0666667
7.533333333,468.1
14.6,468.1166667
14.41666667,468.2833333
14.6,468.3333333
10.36666667,468.3666667
4.833333333,468.5
15.53333333,468.7833333
9.55,468.8166667
8.25,468.9
14.13333333,468.9833333
26.33333333,469.1333333
9.883333333,469.2
3.833333333,469.2166667
5.066666667,469.2166667
15.18333333,469.4166667
14.91666667,469.5166667
14.66666667,469.5333333
28.43333333,469.6166667
27.08333333,470
14.86666667,470.05
10.45,470.1833333
6.75,470.2333333
8.333333333,470.2333333
3.65,470.25
15.3,470.3166667
8.65,470.4
6.65,470.4666667
6.983333333,470.6833333
15.7,470.7333333
6.216666667,470.75
10.81666667,470.7666667
32.55,470.8666667
7.566666667,471.1166667
16.13333333,471.15
5.2,471.2833333
20.08333333,471.8833333
7.966666667,471.9333333
4.75,472.1166667
7.2,472.3
21.41666667,472.35
6.516666667,472.5666667
6.283333333,472.5833333
12.4,472.85
7.816666667,472.9333333
7.75,472.95
3.866666667,473.5666667
22.4,473.6833333
9.7,473.7166667
20.58333333,473.7333333
15.48333333,474.05
11.86666667,474.25
15.33333333,474.3166667
16.01666667,474.3333333
48.68333333,474.5333333
11.66666667,474.6
18.93333333,474.7333333
1.7,474.8166667
25.58333333,474.9
26.08333333,475.0666667
9.05,475.1833333
12.76666667,475.2166667
5.8,475.3166667
8.316666667,475.75
17.63333333,475.8166667
6.416666667,475.8833333
1.15,476.35
23.93333333,476.4833333
17.61666667,476.5
10.36666667,476.55
12,476.55
15.35,476.5666667
14.85,476.6333333
13.3,477
15.23333333,477.2333333
9,477.4
11.13333333,477.5333333
22.23333333,477.8166667
10.46666667,478.0666667
4.116666667,478.1833333
6.083333333,478.3
5.65,478.5
17.16666667,478.95
20.73333333,478.95
29.41666667,479.15
25.95,479.1833333
19.56666667,479.2833333
6.933333333,479.3333333
10.91666667,479.3333333
14.88333333,479.4166667
14.5,479.45
4.633333333,479.6333333
20.88333333,479.8666667
13.1,480.1333333
15.78333333,480.4
14.88333333,480.7333333
14.98333333,480.9166667
11.61666667,480.9833333
21.45,481.3
41.41666667,481.6
8.216666667,481.6833333
12.23333333,481.7833333
6.483333333,481.8333333
6.483333333,481.8666667
9.333333333,482.1666667
2.35,482.2166667
3.183333333,482.5166667
1.516666667,482.6333333
54.35,482.7166667
29.66666667,482.7333333
18.16666667,483.0666667
31.86666667,483.2666667
15.35,483.8333333
11.5,483.85
41.16666667,484.0166667
8.016666667,484.05
8.95,484.0833333
35.11666667,484.3666667
4.716666667,484.4833333
10.48333333,484.6166667
4.133333333,484.85
25.55,484.9833333
11.76666667,485.0833333
31.66666667,485.35
8.083333333,485.4
33.28333333,485.8833333
8,486.0833333
18.76666667,486.1166667
13.65,486.3333333
13.01666667,486.4333333
9.583333333,486.5333333
133.5,486.55
36.3,486.6666667
9.783333333,486.6833333
36.76666667,486.7166667
38.66666667,487
12.35,487.0333333
19.8,487.0666667
12.93333333,487.0833333
9.066666667,487.2333333
11.43333333,487.2833333
51.68333333,487.3166667
4.366666667,487.5166667
21.81666667,487.75
10.33333333,487.7666667
8.7,487.8166667
14.33333333,487.9166667
26.68333333,488.0166667
11.65,488.0333333
28.81666667,488.05
12.21666667,488.0833333
16.23333333,488.2166667
21.73333333,488.4333333
18.33333333,488.5166667
9.9,488.5166667
21.03333333,488.6333333
16.21666667,488.65
37.43333333,488.7
50.96666667,488.8666667
17.53333333,488.9833333
5.25,489.1333333
17.06666667,489.2
1.7,489.25
12.8,489.3
5.766666667,489.3666667
9.566666667,489.6333333
8.6,489.65
33.16666667,489.7833333
22.76666667,489.9333333
16.63333333,489.95
3.366666667,489.9833333
17.78333333,490
18.1,490.0166667
16.85,490.0166667
6.816666667,490.05
9.983333333,490.1666667
3.183333333,490.2333333
8.6,490.6666667
7.2,490.7
29.93333333,490.7666667
3.3,490.8833333
9.533333333,491.1166667
8.2,491.15
12.26666667,491.2
4.266666667,491.6166667
12.65,491.65
16.68333333,491.7333333
15.01666667,491.7333333
12.85,491.8166667
11.25,491.85
9.366666667,491.8833333
6.65,491.9333333
26.15,491.95
5.433333333,491.9833333
36.61666667,492
13.8,492.2166667
20.76666667,492.2666667
7.583333333,492.3166667
10.28333333,492.3833333
6.85,492.4666667
13.8,492.4833333
5.833333333,492.5666667
2.55,492.5833333
6.5,492.7666667
17.86666667,492.9666667
7,493.0333333
38.58333333,493.0833333
1.133333333,493.0833333
47.88333333,493.1666667
11.73333333,493.2333333
9.483333333,493.2666667
28.45,493.3166667
8.766666667,493.5833333
28.35,493.5833333
4.866666667,493.7
98.76666667,493.7
9,493.8
33.95,493.9
2.383333333,493.9666667
5.716666667,493.9833333
23.71666667,494.0333333
22.05,494.05
24.28333333,494.0833333
9.416666667,494.15
4.883333333,494.3166667
45.35,494.3166667
11.33333333,494.5
15.81666667,494.5166667
27.91666667,494.5666667
11.25,494.6333333
27.01666667,494.75
6.733333333,495.0166667
11.46666667,495.1
10.6,495.2333333
55.2,495.35
29.26666667,495.4
32.21666667,495.6
9.183333333,495.6166667
54.53333333,496
24.63333333,496.1333333
6.25,496.6
39.21666667,496.6166667
14.46666667,497
24.13333333,497.15
16.08333333,497.2166667
32.01666667,497.45
19.75,497.5333333
14.51666667,497.65
33.31666667,497.6666667
18.33333333,497.7166667
27.35,497.7833333
17.45,497.85
5.733333333,497.95
14.63333333,498
4.983333333,498.0333333
2.983333333,498.1333333
25.65,498.1333333
26.43333333,498.1333333
16.11666667,498.3666667
22.88333333,498.45
9.466666667,498.5
14.73333333,498.6833333
13.95,498.6833333
10.05,498.7666667
15.8,498.8166667
5.916666667,498.8666667
2.033333333,498.9
5.15,498.9
7.116666667,499.05
21.46666667,499.0666667
15.01666667,499.1666667
10.21666667,499.2166667
18.1,499.2333333
13.21666667,499.2666667
24.41666667,499.2666667
20.86666667,499.35
35.8,499.5333333
5.4,499.55
35.48333333,499.8
7.35,499.8333333
14.08333333,499.9166667
11.98333333,500.05
10.96666667,500.1333333
6.966666667,500.3833333
25.53333333,500.55
4.083333333,500.8166667
7.7,501.1
12.61666667,501.1333333
5.116666667,501.15
24.3,501.2166667
10.88333333,501.45
22.6,501.6166667
10.4,501.7
17.7,501.7
5.25,501.7333333
18.16666667,501.95
11.66666667,502
18.85,502.0166667
7.6,502.15
4.433333333,502.4666667
4.85,502.5166667
7.683333333,502.55
27.33333333,502.5833333
24.31666667,502.6666667
5.666666667,502.6666667
6.966666667,502.8333333
3.966666667,502.9333333
10.18333333,502.95
12.68333333,503.0666667
5.8,503.1
8.633333333,503.4
10.88333333,503.45
15.9,503.55
8.85,503.85
9.183333333,504.1333333
22.06666667,504.25
9.3,504.2833333
15.3,504.4833333
4.683333333,504.5166667
3.583333333,504.8
7.233333333,505.0166667
14.48333333,505.05
6.566666667,505.1166667
7.366666667,505.3666667
5.65,505.45
9.716666667,505.5333333
10.4,505.5333333
1.9,505.8166667
15.01666667,505.8166667
7.533333333,505.9166667
25.71666667,505.9833333
13.61666667,506.05
16.8,506.1666667
11.76666667,506.2666667
12.15,506.4
14.48333333,506.5833333
7.766666667,506.6333333
12.43333333,506.7833333
31.93333333,506.8
8.233333333,506.9
16.23333333,506.9166667
27.53333333,507
6.483333333,507.0666667
15.61666667,507.1
14.56666667,507.1333333
22.95,507.1833333
8.016666667,507.4833333
23.31666667,507.55
11.08333333,507.5666667
8.733333333,507.6833333
6.8,507.7166667
24.55,507.85
29.1,508.0666667
1.916666667,508.0666667
17.26666667,508.0666667
3.2,508.2833333
36.68333333,508.4833333
8.8,508.5
8.4,508.5333333
8.45,508.5833333
27.16666667,508.5833333
22.45,508.75
5.95,508.9166667
9.483333333,509.0666667
28.58333333,509.1333333
14.8,509.1833333
12.18333333,509.2166667
7.416666667,509.6166667
11.28333333,509.6833333
16.68333333,509.75
13.16666667,509.8333333
6.533333333,509.85
5.316666667,510.0166667
22.83333333,510.0166667
13.45,510.0666667
3.533333333,510.2166667
7.2,510.3166667
4.35,510.3333333
14,510.45
19.05,510.5333333
22.48333333,510.75
6.45,510.75
34.43333333,510.8833333
6.066666667,510.95
34.21666667,511.0166667
6.933333333,511.0666667
19.36666667,511.1666667
21.78333333,511.3666667
8.133333333,511.4833333
26.68333333,511.5
17.91666667,511.5166667
21.2,511.5166667
54.41666667,511.5833333
14.13333333,511.7
22.31666667,511.9166667
3.1,512.1833333
13.93333333,512.1833333
8.983333333,512.3666667
3.2,512.3833333
1.883333333,512.4333333
4.516666667,512.5666667
25.45,512.5666667
12.2,512.5833333
30.3,512.7833333
5.05,513
32.66666667,513.2333333
21.98333333,513.45
16.88333333,513.75
22.01666667,513.8
6.583333333,513.8333333
15.55,513.9833333
5.6,514.0166667
51.76666667,514.05
20.06666667,514.15
9.033333333,514.15
8.083333333,514.2666667
29.36666667,514.3
19.81666667,514.3333333
18.01666667,514.4166667
4.25,514.6833333
8.35,514.8833333
80.21666667,514.9666667
3.616666667,515
8.516666667,515.2833333
7.833333333,515.3
6.4,515.5333333
7.383333333,515.5833333
6,515.7333333
13.95,515.8166667
5.116666667,515.8833333
5.816666667,516
15.1,516.05
5.6,516.1833333
5.65,516.2
15.15,516.25
3.283333333,516.35
13.51666667,516.45
21.51666667,516.6166667
7.5,516.7833333
1.466666667,516.9
8.6,516.9666667
15.13333333,517.0333333
15.11666667,517.1666667
5.916666667,517.2666667
12.9,517.7833333
23.5,517.8
6.233333333,518.0333333
13.53333333,518.2833333
11.05,518.45
17.65,518.6
29,518.7666667
28.88333333,518.8
11.15,518.8333333
13.5,518.8833333
12.66666667,518.9833333
20.18333333,519.0333333
18.41666667,519.1333333
15.71666667,519.1666667
1.866666667,519.2333333
16.16666667,519.4833333
18.25,519.5166667
5.816666667,519.5666667
13.21666667,519.85
4.783333333,519.9333333
18.4,519.95
28.73333333,520
13.66666667,520
5.833333333,520.0833333
9.516666667,520.0833333
29.06666667,520.1
10.88333333,520.2333333
7.933333333,520.25
13.53333333,520.45
10.76666667,520.55
14.73333333,520.55
10.73333333,520.5833333
11.63333333,520.75
5.75,521
18.78333333,521.0166667
4.183333333,521.2666667
11.7,521.3
23.71666667,521.3333333
18.2,521.3666667
24.53333333,521.45
6.266666667,521.6
15.85,521.6166667
23.25,521.6333333
6.983333333,521.6666667
27.36666667,521.9
10.6,521.9666667
15.08333333,521.9666667
21.9,521.9833333
4.433333333,522.0166667
9.383333333,522.05
14.48333333,522.2
20.53333333,522.4833333
186.4833333,522.55
19.9,522.6
6.55,522.8333333
14,522.95
7.183333333,523.0166667
12.63333333,523.0833333
21.56666667,523.2666667
15.68333333,523.4
16.56666667,523.5166667
18.06666667,523.5333333
7.383333333,523.5666667
26.83333333,523.6833333
22.61666667,523.8
18.4,523.8333333
13.41666667,523.8666667
10.78333333,523.8833333
9.016666667,523.8833333
38.88333333,524.0666667
24.85,524.3333333
18.55,524.45
18.73333333,524.5833333
18.21666667,524.6333333
5.133333333,524.6833333
6.416666667,524.7333333
25.06666667,524.7333333
13.25,524.75
17.68333333,524.9
6,525.0333333
6.666666667,525.1
8.716666667,525.1333333
37.46666667,525.2666667
17.5,525.35
6.666666667,525.4
8.216666667,525.45
6.283333333,525.6
18.86666667,525.65
15.35,525.7333333
1.216666667,525.7333333
15.73333333,525.7833333
3.616666667,525.7833333
12.43333333,525.8166667
21,525.8666667
15.68333333,526.1166667
8.583333333,526.1666667
11.78333333,526.1833333
