tripduration,starttime
2814,18:07.4
879,18:11.9
1561,18:18.2
814,18:19.1
765,18:22.7
784,18:24.6
2208,18:29.3
1439,18:31.2
1065,18:32.0
3011,18:39.4
316,18:41.7
1715,18:42.9
981,18:44.4
2192,18:46.2
2779,18:47.1
1282,18:50.3
2024,18:50.9
1382,19:06.2
685,19:07.6
193,19:15.0
1230,19:15.2
120,19:15.9
1344,19:20.3
2764,19:30.6
922,19:34.3
1211,19:34.3
6447,19:35.0
499,19:37.0
1555,19:39.7
1329,19:39.8
1434,19:40.3
810,19:40.4
4842,19:42.8
1497,19:49.6
193,19:50.0
1122,19:50.4
2343,19:51.9
1529,19:53.6
403,19:58.6
747,20:00.7
1325,20:02.1
442,20:11.0
626,20:12.1
804,20:12.3
732,20:12.4
15916,20:13.3
1331,20:17.0
1010,20:17.6
708,20:18.5
690,20:20.9
1010,20:21.3
1879,20:24.2
1136,20:25.3
2884,20:25.6
12752,20:28.5
1715,20:31.2
1707,20:31.4
1335,20:33.7
1722,20:33.9
12567,20:34.6
487,20:36.2
197,20:41.0
340,20:42.0
579,20:43.8
1700,20:44.0
1716,20:44.6
617,20:46.0
1683,20:55.2
1710,20:59.5
561,21:00.7
674,21:01.6
2645,21:02.3
2242,21:05.9
2233,21:06.5
539,21:08.4
1129,21:09.0
578,21:10.7
2544,21:16.1
841,21:19.2
104,21:19.3
5998,21:20.7
583,21:20.7
583,21:28.6
164,21:29.1
555,21:29.5
1546,21:30.4
185,21:31.8
1235,21:34.5
458,21:35.0
934,21:42.6
1003,21:43.9
1645,21:46.7
1341,21:52.0
1037,21:52.7
282,21:58.1
12559,22:01.0
2781,22:04.3
946,22:04.6
3306,22:04.8
1081,22:05.2
1568,22:09.8
1070,22:15.3
337,22:15.9
929,22:17.4
226,22:19.6
1980,22:20.0
1052,22:20.7
305,22:21.6
552,22:21.8
830,22:23.0
720,22:23.2
344,22:27.3
1319,22:27.7
814,22:28.6
384,22:29.0
1329,22:30.4
1309,22:32.4
820,22:32.9
5950,22:39.0
1953,22:39.6
1284,22:40.9
1284,22:43.6
61,22:44.0
734,22:44.3
3256,22:49.9
1294,22:50.9
912,22:51.4
617,22:51.9
5905,23:05.3
492,23:05.9
1153,23:06.7
634,23:09.0
626,23:11.4
1274,23:15.1
761,23:16.3
320,23:16.6
1616,23:18.4
4863,23:26.9
1110,23:27.2
5128,23:29.5
611,23:33.8
1600,23:34.5
343,23:36.5
5135,23:37.3
255,23:38.0
2358,23:42.3
2548,23:42.3
2435,23:42.8
560,23:43.8
1965,23:47.8
1702,23:48.3
5127,23:48.5
5153,23:52.9
563,23:54.6
74,23:56.4
1698,23:56.5
717,23:59.3
2531,24:00.4
1997,24:01.0
1691,24:06.4
9814,24:06.5
2174,24:06.9
1484,24:13.0
103,24:16.6
1286,24:16.8
1011,24:20.5
5369,24:21.3
125,24:22.5
726,24:22.6
5121,24:23.0
398,24:27.5
1521,24:27.9
7926,24:30.6
196,24:35.9
3667,24:40.5
4661,24:53.0
2525,24:53.5
3878,25:04.5
577,25:05.7
169,25:10.7
969,25:12.0
1316,25:12.1
2816,25:17.2
1285,25:19.9
1793,25:20.5
1596,25:22.3
514,25:23.4
2168,25:24.1
1785,25:24.5
4578,25:26.9
4263,25:29.2
1674,25:30.0
2161,25:30.8
1285,25:33.5
1110,25:36.5
754,25:36.6
5177,25:39.2
499,25:40.4
1167,25:49.9
672,25:51.1
1556,25:52.4
610,25:52.5
1559,25:52.6
2123,25:55.3
1718,26:04.1
1315,26:08.7
2480,26:12.5
2480,26:12.7
711,26:15.4
1304,26:16.5
3549,26:18.1
2488,26:23.2
5924,26:23.7
5931,26:24.2
830,26:28.3
1048,26:30.6
1717,26:34.1
751,26:36.3
1921,26:37.8
870,26:40.3
3529,26:42.0
1381,26:42.3
1770,26:50.5
959,26:50.7
516,26:51.0
1989,26:51.4
137,27:01.4
669,27:11.8
3675,27:13.1
732,27:16.6
1881,27:23.0
2508,27:23.3
692,27:28.4
2376,27:34.2
845,27:47.0
3692,27:47.0
2342,27:50.2
581,27:53.7
2923,27:54.6
564,27:58.1
660,28:02.4
10587,28:03.0
1292,28:05.6
518,28:10.3
847,28:11.0
1121,28:11.0
570,28:19.7
3659,28:20.3
951,28:21.7
989,28:21.8
1991,28:25.7
528,28:30.1
2849,28:36.6
2099,28:38.2
963,28:38.3
619,28:40.8
967,28:41.3
1377,28:41.3
3471,28:41.6
2732,28:41.7
466,28:43.1
307,28:46.0
606,28:47.5
1739,28:48.1
389,28:49.3
1435,28:52.6
1733,28:58.4
897,29:06.5
1000,29:08.0
534,29:12.7
2028,29:15.1
775,29:18.6
1603,29:23.6
560,29:24.0
1375,29:26.4
850,29:32.7
2862,29:33.3
553,29:37.0
509,29:37.3
1595,29:42.6
1353,29:45.7
1089,29:47.6
1133,29:48.7
1485,29:52.6
1638,29:53.9
3199,30:02.3
1427,30:07.9
1555,30:13.2
1109,30:15.0
398,30:18.7
657,30:20.8
1128,30:24.3
1125,30:25.6
2828,30:26.0
1124,30:26.0
1018,30:27.6
1479,30:28.0
80,30:28.3
1145,30:34.7
1501,30:42.3
1094,30:43.0
3354,30:43.6
3283,30:46.6
1872,30:53.2
3283,30:54.4
4479,30:57.8
2212,31:00.1
206,31:00.4
4466,31:05.3
612,31:06.6
3356,31:06.7
636,31:09.9
4306,31:12.3
2202,31:13.3
397,31:18.7
4302,31:22.1
540,31:23.4
3247,31:27.3
1524,31:31.6
1826,31:38.4
566,31:39.4
2039,31:39.5
1468,31:40.2
643,31:40.3
562,31:42.1
4966,31:44.7
2166,31:44.8
4201,31:51.3
704,32:02.7
1187,32:04.3
834,32:12.6
1428,32:19.6
1481,32:22.2
1841,32:22.5
4960,32:25.1
4684,32:26.3
474,32:26.7
1773,32:27.6
985,32:29.0
821,32:32.7
3003,32:34.8
1943,32:34.9
980,32:35.7
86,32:35.8
6689,32:38.2
4672,32:39.6
1037,32:40.4
822,32:41.9
743,32:55.8
163,32:56.3
1694,32:57.3
1884,32:57.6
1021,33:02.0
916,33:03.2
1656,33:13.2
7114,33:18.3
1765,33:21.1
528,33:30.6
455,33:31.8
2757,33:45.5
1686,33:47.9
658,33:56.4
829,33:56.8
794,33:57.0
1677,34:00.4
1281,34:02.5
1368,34:03.7
422,34:04.7
1344,34:05.8
900,34:08.9
696,34:11.9
859,34:15.9
972,34:27.7
614,34:27.9
853,34:31.6
2220,34:36.4
846,34:43.9
1800,34:53.3
2240,34:55.1
1613,34:59.7
2519,35:03.6
2199,35:04.5
1205,35:10.3
5929,35:10.6
4461,35:12.0
1411,35:14.5
2512,35:15.8
1183,35:18.2
205,35:18.5
969,35:19.7
1515,35:22.0
2179,35:23.7
4830,35:34.1
980,35:35.3
460,35:38.0
290,35:38.1
463,35:38.5
3957,35:41.0
548,35:49.2
1110,35:51.8
2680,36:02.7
770,36:03.2
4804,36:04.3
186,36:04.6
459,36:04.8
3614,36:06.4
719,36:09.2
405,36:09.5
6523,36:23.4
389,36:23.4
657,36:23.6
3852,36:25.6
1735,36:31.1
596,36:31.7
529,36:35.9
1097,36:37.1
3860,36:37.4
6357,36:44.1
1338,36:48.1
481,36:59.2
1176,37:07.9
1009,37:12.7
1052,37:14.0
937,37:14.9
880,37:20.5
456,37:24.8
6503,37:28.0
2641,37:28.3
2546,37:32.3
9684,37:34.5
1467,37:37.5
458,37:37.8
1888,37:39.4
4683,37:46.5
287,37:47.4
4448,37:48.1
4579,37:50.2
3361,37:54.3
1383,37:56.6
1798,37:59.5
1380,38:04.1
9665,38:07.5
1394,38:08.3
824,38:09.5
2092,38:11.4
4262,38:11.6
698,38:13.6
1320,38:16.9
2362,38:22.8
3704,38:23.2
446,38:23.2
792,38:28.5
3217,38:29.0
3734,38:29.3
944,38:30.7
680,38:31.2
3717,38:31.6
2323,38:33.9
4256,38:38.3
3263,38:38.9
944,38:43.3
871,38:46.8
262,38:50.8
3663,38:51.9
1342,38:56.7
1098,38:58.8
1458,39:02.0
268,39:04.9
1482,39:08.1
1438,39:16.2
2234,39:17.3
1797,39:20.4
2302,39:21.1
1145,39:23.2
1248,39:29.6
358,39:30.0
295,39:31.1
979,39:35.5
3279,39:37.5
1124,39:39.3
3737,39:40.4
382,39:40.7
2506,39:41.2
5405,39:43.3
305,39:45.6
1523,39:51.0
4243,39:51.8
458,39:53.0
2170,40:02.9
459,40:07.2
2791,40:11.8
1330,40:17.6
2781,40:17.8
2598,40:18.7
1400,40:20.2
616,40:22.7
2602,40:38.1
12298,40:38.3
1228,40:39.0
6273,40:39.7
3213,40:41.0
1228,40:43.5
2359,40:44.3
819,40:44.4
1232,40:44.7
1876,40:45.6
1593,40:46.0
1885,40:46.9
7789,40:49.2
6276,40:50.3
770,40:56.3
685,40:57.8
523,40:57.9
520,41:00.6
5050,41:08.7
1217,41:09.6
617,41:11.0
669,41:20.0
588,41:23.8
475,41:27.9
2479,41:28.7
2957,41:28.9
1208,41:31.0
553,41:31.1
1393,41:35.8
180,41:49.2
2318,41:49.9
332,41:55.4
2992,41:55.6
577,41:57.8
934,42:03.9
2445,42:08.9
1477,42:10.9
552,42:13.2
1668,42:18.3
1330,42:21.3
4891,42:21.5
2103,42:21.6
2120,42:26.7
1602,42:29.8
1584,42:35.4
127,42:46.3
882,42:48.3
1447,42:49.4
2435,42:50.3
1014,42:53.5
688,42:53.8
1778,42:58.0
1461,43:00.3
1778,43:00.3
683,43:02.2
1580,43:09.9
949,43:11.1
467,43:12.0
2335,43:13.6
1699,43:15.5
1241,43:15.6
2590,43:16.1
3990,43:17.5
696,43:19.0
341,43:19.9
2206,43:21.2
1328,43:31.0
1322,43:36.1
1513,43:43.6
754,43:51.6
836,43:54.4
1274,43:55.4
1765,43:58.7
2280,44:00.7
762,44:11.1
672,44:11.6
1771,44:11.7
273,44:13.1
1571,44:17.0
454,44:23.7
4769,44:26.3
1182,44:35.3
743,44:44.5
2961,44:44.7
352,44:49.0
2096,44:54.4
383,44:54.7
1164,44:57.4
1272,45:05.8
743,45:08.3
1371,45:08.7
5412,45:10.5
929,45:13.8
529,45:14.6
224,45:16.1
2630,45:17.9
2919,45:18.1
4451,45:20.8
2692,45:26.0
1120,45:28.0
1398,45:29.5
1104,45:32.6
2925,45:34.8
1498,45:35.2
1496,45:35.3
558,45:35.6
1066,45:36.2
1617,45:37.3
353,45:38.1
469,45:39.4
1353,45:42.2
737,45:45.9
1112,45:47.8
819,45:54.5
1095,45:56.2
1595,45:58.7
874,46:02.3
813,46:02.4
2204,46:13.1
5291,46:14.5
5861,46:14.6
1109,46:15.8
410,46:16.8
1059,46:17.9
902,46:19.1
7995,46:21.5
2194,46:25.7
722,46:25.7
11944,46:27.4
949,46:28.5
1060,46:29.3
967,46:34.6
852,46:35.0
1066,46:37.5
1171,46:43.7
797,46:45.0
1078,46:51.0
873,46:51.9
703,46:53.9
989,46:55.7
2622,47:02.5
1723,47:17.3
2471,47:20.9
419,47:22.4
2134,47:23.6
815,47:23.9
729,47:24.5
1331,47:25.2
280,47:27.4
728,47:29.7
1319,47:34.0
377,47:35.4
813,47:44.4
1133,47:46.7
206,47:47.6
7227,47:49.8
625,47:51.0
1190,47:52.7
959,47:53.7
521,47:54.9
5665,48:01.5
260,48:02.4
5469,48:05.8
405,48:06.4
745,48:08.3
1862,48:09.8
378,48:11.6
2093,48:12.6
5439,48:19.7
595,48:30.9
414,48:34.1
1149,48:35.5
1454,48:36.4
1205,48:41.7
1537,48:43.8
318,48:53.7
551,48:54.8
1364,48:59.0
171,49:02.8
4481,49:11.3
748,49:12.7
568,49:13.3
758,49:17.2
7839,49:18.2
405,49:19.0
277,49:23.0
61524,49:27.4
1208,49:35.8
599,49:37.2
1462,49:37.7
417,49:41.4
384,49:47.4
1194,49:47.8
714,49:48.7
479,49:50.5
853,49:50.5
1203,49:51.3
1187,49:51.6
1914,49:54.3
1799,49:55.5
1275,49:55.8
1374,49:58.7
1907,49:59.1
1075,49:59.4
890,50:00.8
895,50:00.9
3155,50:06.3
476,50:07.2
1200,50:07.5
645,50:08.8
1809,50:09.7
285,50:16.9
1195,50:17.7
1548,50:22.6
1537,50:24.3
674,50:25.0
1264,50:30.5
204,50:39.3
1323,50:40.3
1058,50:44.1
1029,50:46.5
401,50:46.5
467,50:47.4
296,50:52.2
420,50:52.3
801,51:03.1
6292,51:07.1
2716,51:12.1
1262,51:13.5
7449,51:15.5
1402,51:16.1
1410,51:17.4
775,51:17.8
693,51:18.8
1245,51:20.5
863,51:25.7
159,51:34.2
2700,51:37.9
1543,51:51.2
493,51:51.8
145,51:52.0
1543,51:53.7
1142,51:57.7
1136,51:58.5
6999,52:00.8
7374,52:04.8
401,52:05.9
1982,52:08.8
1525,52:09.3
1026,52:10.1
936,52:15.5
1856,52:18.6
275,52:23.6
949,52:25.5
1849,52:26.4
6984,52:29.4
1199,52:30.7
1666,52:31.6
1140,52:32.9
771,52:33.9
739,52:36.8
3895,52:43.5
1342,52:44.9
1388,52:46.8
1235,52:47.0
507,52:47.2
1390,52:48.6
3725,52:49.5
704,52:51.5
1113,52:58.8
958,53:02.3
1553,53:04.2
984,53:04.8
2093,53:05.1
715,53:13.3
624,53:15.1
724,53:16.1
2798,53:26.8
2814,53:26.9
738,53:27.4
1870,53:29.8
1235,53:32.7
1540,53:34.1
391,53:40.6
3603,53:44.9
1187,53:51.3
1478,53:55.2
467,53:56.4
860,53:58.1
651,53:58.7
384,54:05.6
752,54:07.8
2130,54:13.9
686,54:14.2
627,54:17.3
704,54:17.6
5882,54:19.1
1600,54:19.8
787,54:25.2
706,54:25.7
2244,54:28.2
278,54:30.2
552,54:31.5
2149,54:33.2
641,54:37.7
1410,54:42.2
1158,54:44.8
543,54:45.4
659,54:46.0
3163,54:51.3
639,54:57.5
3152,55:01.6
332,55:04.6
632,55:06.6
999,55:09.1
1225,55:09.4
1437,55:20.7
951,55:23.6
502,55:23.9
1096,55:26.2
184,55:30.1
249,55:34.2
1548,55:41.4
654,55:44.4
997,55:46.5
3010,55:48.0
915,55:51.8
674,55:51.9
921,56:01.0
1582,56:03.8
6254,56:04.4
6249,56:11.7
1452,56:13.8
1135,56:17.2
1030,56:17.4
1164,56:19.9
2246,56:28.5
2462,56:30.1
2157,56:30.3
1997,56:31.0
1736,56:31.8
1428,56:38.9
2442,56:41.1
1377,56:41.7
2437,56:44.4
882,56:45.3
1606,56:51.9
2436,56:52.1
2104,56:52.6
1728,56:56.1
1393,56:57.8
171,56:58.6
1440,56:58.7
2181,56:59.8
1705,57:01.5
422,57:04.8
610,57:05.1
950,57:11.5
5059,57:15.9
1357,57:16.1
1115,57:18.8
6790,57:19.5
1725,57:20.2
613,57:21.7
1316,57:22.7
580,57:26.2
320,57:26.7
445,57:27.1
1558,57:32.8
34768,57:34.2
812,57:36.4
803,57:37.2
973,57:37.2
2047,57:38.4
1669,57:38.9
1206,57:43.4
1540,57:44.2
243,57:45.4
1541,57:46.0
1976,57:47.2
1669,57:50.0
1235,57:51.1
2137,57:51.5
459,57:52.9
360,57:56.3
546,57:59.4
1155,58:02.9
740,58:03.0
2497,58:04.1
456,58:04.1
5187,58:04.5
905,58:07.2
445,58:09.4
2100,58:19.6
2315,58:19.6
3907,58:21.5
2474,58:22.2
1600,58:24.1
831,58:24.9
2244,58:29.0
5021,58:32.9
757,58:40.4
4558,58:47.0
2652,58:48.6
429,58:52.7
1408,59:00.9
1564,59:05.9
4993,59:06.4
1419,59:10.1
1241,59:12.9
757,59:14.1
1548,59:21.2
1803,59:27.7
3789,59:31.5
81,59:32.0
1697,59:49.4
2556,59:50.4
1856,59:50.5
3781,59:56.9
4491,00:08.1
453,00:09.8
1839,00:10.0
1853,00:10.1
502,00:12.4
1183,00:13.3
846,00:13.9
253,00:14.7
505,00:15.6
694,00:16.9
1661,00:17.1
956,00:18.8
1170,00:19.1
439,00:20.4
552,00:21.2
6070,00:29.9
1575,00:30.8
2041,00:42.3
1047,00:43.3
3954,00:43.7
1650,00:49.7
1220,00:50.1
370,00:52.7
846,01:06.3
1287,01:09.2
2261,01:11.3
2258,01:16.1
3542,01:16.9
1997,01:18.6
1194,01:19.8
3616,01:21.6
1200,01:22.5
600,01:23.6
314,01:24.2
8060,01:25.6
4841,01:32.6
4771,01:32.8
1628,01:37.8
818,01:40.7
2239,01:41.3
999,01:43.4
223,01:46.1
1298,01:47.4
1307,01:47.6
1303,01:49.6
1285,01:58.9
1289,02:00.4
305,02:07.9
2655,02:10.5
1843,02:12.4
1050,02:14.8
575,02:24.1
4723,02:31.3
334,02:33.6
2923,02:36.1
2936,02:37.4
2934,02:40.9
109,02:46.6
1339,02:52.5
1420,02:53.5
1167,02:54.7
1111,02:56.3
1319,02:59.2
148,03:02.7
223,03:05.1
1258,03:13.8
1025,03:17.0
1282,03:18.0
1189,03:18.2
1619,03:19.5
1297,03:19.6
564,03:20.6
915,03:21.5
1272,03:23.7
1595,03:28.1
3092,03:30.1
1362,03:36.5
551,03:39.7
1343,03:54.9
2080,03:58.3
476,04:01.7
1307,04:01.9
1671,04:03.3
1535,04:04.7
296,04:10.8
8436,04:10.8
600,04:11.6
2395,04:15.9
1910,04:17.2
1103,04:21.6
347,04:22.1
1915,04:25.7
937,04:26.3
562,04:26.3
1138,04:32.6
173,04:37.5
107,04:39.5
2383,04:41.3
282,04:42.8
2937,04:47.0
647,04:47.7
892,04:52.2
648,04:53.9
778,05:08.4
1212,05:12.0
1033,05:17.4
1668,05:17.4
331,05:18.6
1220,05:19.7
962,05:20.4
1214,05:21.4
1943,05:23.2
1594,05:27.4
559,05:29.9
805,05:30.4
1451,05:30.6
2003,05:36.9
317,05:40.8
1437,05:43.4
760,05:44.6
761,05:47.8
2857,05:51.1
432,05:51.1
2864,05:58.8
502,06:03.2
1893,06:06.5
509,06:11.6
2244,06:16.8
5470,06:20.2
839,06:21.1
5298,06:30.5
1249,06:32.0
856,06:36.8
495,06:42.3
613,06:44.2
1038,06:44.5
484,06:50.1
607,06:51.2
4467,06:52.1
869,06:55.9
892,06:56.7
1587,06:59.4
2487,07:01.5
988,07:13.6
1308,07:17.3
478,07:22.0
1446,07:33.5
5239,07:34.6
885,07:38.7
1139,07:40.1
724,07:40.1
427,07:44.7
975,07:48.2
1034,07:52.9
476,07:55.1
1082,07:58.0
1345,08:00.3
579,08:06.2
803,08:07.3
1124,08:09.7
4797,08:10.0
861,08:10.1
2083,08:12.5
4775,08:16.8
576,08:17.9
1243,08:19.5
830,08:25.1
785,08:25.7
2305,08:26.4
676,08:28.4
72,08:28.6
1199,08:29.5
641,08:33.2
5353,08:35.5
777,08:38.2
2341,08:39.7
1805,08:41.3
890,08:42.4
1417,08:42.4
2150,08:43.7
4749,08:47.7
351,08:48.7
925,08:52.0
1063,08:53.9
307,08:56.4
1151,08:56.6
2028,08:58.7
898,09:02.6
1862,09:11.9
920,09:15.0
5035,09:19.8
711,09:20.5
747,09:25.7
1621,09:26.3
338,09:27.0
863,09:29.6
1425,09:31.8
755,09:33.2
4660,09:37.2
1919,09:37.3
325,09:44.5
1597,09:47.7
563,09:51.3
1736,09:53.2
1354,09:55.3
1508,10:00.7
2191,10:02.4
592,10:11.8
4336,10:12.9
578,10:23.1
4319,10:23.2
2172,10:25.7
1844,10:26.6
181,10:28.5
873,10:28.8
788,10:28.8
774,10:32.5
772,10:32.6
1710,10:37.4
607,10:38.6
1660,10:40.3
1660,10:40.5
1059,10:41.0
755,10:42.0
1015,10:42.6
1635,10:45.3
1073,10:45.7
1526,10:51.1
683,10:51.6
1606,10:57.7
807,11:00.5
1636,11:02.3
351,11:03.6
972,11:05.6
2353,11:06.9
1073,11:10.5
1375,11:10.8
501,11:13.4
1048,11:13.5
978,11:18.9
1346,11:18.9
636,11:21.6
769,11:21.9
1582,11:27.7
493,11:29.2
383,11:33.6
1236,11:39.1
245,11:39.9
1357,11:42.0
69,11:45.3
1052,11:47.4
1126,11:50.8
368,11:52.3
1759,11:56.3
448,12:01.9
4430,12:02.8
392,12:03.2
513,12:08.2
1309,12:09.1
5070,12:13.2
1840,12:27.8
5089,12:29.3
1269,12:34.3
348,12:36.7
383,12:38.7
1753,12:39.0
873,12:39.6
885,12:46.4
929,12:49.4
1259,12:56.4
1239,12:57.9
372,13:01.5
181,13:08.4
1934,13:15.1
1229,13:22.3
1856,13:23.1
1185,13:29.3
493,13:32.7
1835,13:32.8
334,13:33.5
388,13:36.0
790,13:41.6
1418,13:42.0
344,13:45.5
900,13:49.8
247,13:56.4
1742,13:56.5
4332,13:59.4
484,14:01.8
481,14:02.8
2464,14:04.2
4791,14:06.2
531,14:06.4
919,14:19.1
790,14:28.4
769,14:28.8
224,14:32.8
1061,14:37.9
1044,14:46.8
872,14:47.0
1547,15:01.4
1619,15:01.7
109,15:07.4
813,15:10.9
573,15:12.5
483,15:16.4
1977,15:18.3
688,15:22.1
1591,15:27.0
2376,15:29.2
1172,15:35.6
2050,15:36.1
929,15:39.1
708,15:39.5
946,15:42.2
396,15:42.5
2028,15:46.5
831,15:47.7
2880,15:47.8
757,15:51.9
1108,15:56.2
1177,15:59.1
261,16:00.0
1436,16:01.1
259,16:02.6
2859,16:05.9
1261,16:07.4
2323,16:13.2
1423,16:18.2
835,16:18.5
2328,16:22.3
338,16:31.6
1760,16:32.8
2381,16:34.9
1551,16:37.4
2193,16:40.4
220,16:43.9
1200,16:46.9
1200,16:48.8
1875,16:49.8
2358,16:52.0
1554,16:53.3
1062,16:54.1
1352,16:58.0
946,17:00.0
4913,17:02.1
1028,17:05.9
2349,17:07.0
1480,17:13.2
1532,17:14.6
1423,17:16.1
1877,17:17.4
659,17:22.5
97,17:22.5
145,17:23.8
338,17:28.4
1272,17:28.7
787,17:34.1
554,17:41.1
459,17:42.3
2654,17:43.5
90,17:44.7
1004,17:47.0
168,17:54.0
1028,17:57.2
1452,17:58.5
6681,17:59.5
1176,18:02.0
1242,18:05.9
1116,18:09.1
1044,18:12.9
320,18:13.0
1454,18:14.3
562,18:18.0
921,18:19.0
2155,18:24.6
996,18:30.2
1554,18:31.2
118,18:44.8
1416,18:45.6
2003,18:51.8
2142,18:52.0
1313,18:52.0
3876,18:54.3
700,18:55.6
2005,18:56.3
316,18:56.7
4461,18:56.8
2027,18:57.4
1996,18:57.7
2142,19:03.1
3893,19:03.7
2388,19:03.8
994,19:05.7
1688,19:07.1
513,19:09.2
1527,19:09.5
996,19:14.1
1000,19:17.0
97,19:18.1
2439,19:18.8
988,19:21.2
977,19:21.4
1343,19:26.4
740,19:26.6
2687,19:26.6
2694,19:26.7
3974,19:26.9
751,19:28.3
2075,19:30.7
589,19:30.9
1766,19:33.0
900,19:33.4
635,19:33.6
1127,19:34.5
2441,19:36.5
954,19:39.7
6585,19:40.5
533,19:43.0
1971,19:46.3
529,19:46.7
1226,19:49.7
610,19:50.7
1957,19:51.9
585,19:57.2
864,19:57.4
1194,19:58.9
726,19:59.8
4700,20:00.4
1633,20:02.7
5035,20:09.6
350,20:11.5
296,20:12.5
1043,20:14.8
1722,20:17.2
2382,20:18.3
583,20:21.0
408,20:29.6
1682,20:31.2
1937,20:35.2
1827,20:36.9
1276,20:40.7
1437,20:42.4
1902,20:44.1
1645,20:45.7
1803,20:52.2
1211,20:54.4
3904,20:54.8
1210,20:56.7
82269,21:06.3
381,21:08.0
222,21:13.5
111,21:14.2
647,21:25.2
394,21:25.3
1554,21:33.3
1226,21:36.6
1448,21:37.2
720,21:37.3
520,21:38.2
1194,21:48.8
357,21:50.7
80,21:51.3
739,21:54.6
608,21:58.2
1766,21:59.9
724,22:03.5
613,22:06.2
864,22:07.1
114,22:08.0
4074,22:12.1
1771,22:13.4
1160,22:17.6
364,22:19.0
1673,22:31.8
6004,22:35.0
1991,22:38.5
1961,22:39.9
657,22:43.7
811,22:47.8
2627,22:47.9
5981,22:53.0
1717,22:55.8
424,23:06.5
812,23:08.0
283,23:09.5
1839,23:11.0
2629,23:14.7
935,23:17.6
595,23:19.5
3916,23:20.8
127,23:28.1
549,23:28.5
474,23:28.8
859,23:29.2
3981,23:31.8
1150,23:34.6
607,23:39.9
555,23:42.4
377,23:42.6
1209,23:44.0
2422,23:47.3
878,23:54.4
2307,24:03.0
2115,24:11.4
997,24:11.7
1959,24:16.5
6529,24:18.0
1692,24:18.2
505,24:20.0
290,24:23.2
802,24:23.5
6510,24:23.7
657,24:26.7
4833,24:27.0
1049,24:27.8
3303,24:28.1
488,24:29.1
3256,24:29.6
1046,24:37.2
2780,24:38.6
868,24:39.1
865,24:43.3
404,24:47.1
1040,24:52.0
874,24:52.0
624,24:53.6
269,24:54.3
6054,24:59.0
3548,25:01.5
1447,25:02.2
1028,25:04.1
918,25:05.8
502,25:10.5
653,25:10.7
678,25:15.1
1754,25:17.4
588,25:19.4
580,25:21.8
604,25:25.6
1139,25:26.9
1552,25:32.1
2028,25:33.1
1114,25:33.5
3211,25:35.7
1570,25:36.4
1722,25:37.7
445,25:39.8
899,25:43.1
2490,25:45.1
4738,25:50.2
440,25:51.9
2233,25:52.4
2479,25:53.8
817,25:55.7
1253,25:58.6
4429,26:01.8
822,26:03.9
3789,26:05.7
2210,26:07.7
202,26:12.9
4424,26:16.9
1978,26:18.0
3721,26:19.2
650,26:19.8
7793,26:26.1
285,26:28.4
643,26:32.7
1448,26:33.7
1069,26:35.4
556,26:46.5
6632,26:48.7
1665,26:54.1
776,26:59.4
5940,27:00.0
2141,27:01.3
544,27:03.3
716,27:03.6
1431,27:10.6
1078,27:12.1
1913,27:15.5
6014,27:17.9
1894,27:19.0
1940,27:19.6
1370,27:33.6
1011,27:40.8
809,27:40.9
1395,27:42.4
1665,27:45.2
1651,27:47.6
1403,27:49.8
1490,27:51.1
761,27:53.0
4728,27:56.9
560,28:01.5
1051,28:01.8
2370,28:09.4
5278,28:10.4
2232,28:12.2
949,28:12.9
550,28:14.0
1070,28:15.8
456,28:17.2
1578,28:17.5
590,28:18.1
1288,28:23.3
5280,28:24.2
3329,28:24.2
359,28:27.2
570,28:30.4
1608,28:37.4
2210,28:37.5
1600,28:38.8
6528,28:39.5
545,28:45.1
548,28:48.9
392,28:52.8
531,28:55.6
1157,29:00.5
493,29:01.2
1482,29:03.2
630,29:05.2
560,29:11.5
1177,29:11.5
2941,29:19.2
1461,29:19.7
553,29:27.7
3147,29:29.8
969,29:32.8
720,29:33.9
1428,29:34.8
1580,29:41.5
1609,29:41.9
1609,29:43.4
588,29:45.6
564,29:46.5
1948,29:57.5
3636,29:57.8
3162,29:58.2
6428,30:00.0
367,30:07.5
704,30:09.1
3493,30:12.2
533,30:12.6
130,30:19.5
1610,30:20.0
1562,30:20.1
611,30:21.8
927,30:22.0
3090,30:22.3
619,30:22.5
479,30:23.0
305,30:26.8
1241,30:32.5
1133,30:42.7
881,30:46.1
174,30:47.6
331,30:48.6
2081,30:49.4
1090,30:52.1
419,30:52.5
342,30:59.1
2213,31:01.2
446,31:01.2
1022,31:07.9
1773,31:08.2
817,31:08.5
2178,31:15.6
1761,31:16.3
1584,31:30.6
1566,31:34.5
2150,31:38.8
1998,31:41.5
1231,31:49.6
4023,31:51.1
3148,31:52.4
542,31:52.7
81,32:03.2
540,32:04.1
577,32:05.9
560,32:06.1
424,32:12.8
3963,32:13.8
3394,32:16.1
1258,32:18.2
2803,32:19.7
781,32:22.1
3976,32:23.1
3383,32:23.2
440,32:23.5
818,32:25.1
1812,32:27.9
912,32:35.9
1984,32:35.9
786,32:36.5
1014,32:38.7
705,32:45.9
1398,32:48.8
1334,32:54.0
1176,32:56.1
377,32:56.6
345,32:59.7
296,33:02.8
586,33:07.0
1660,33:09.4
669,33:11.1
3286,33:12.7
1844,33:13.0
1035,33:14.9
614,33:16.0
138,33:21.1
3355,33:27.8
916,33:30.4
