tripduration,starttime
1104,56:59.5
1083,57:00.0
326,57:00.5
7900,57:08.5
906,57:15.6
1573,57:33.3
412,57:46.8
979,57:57.7
422,57:59.3
261,58:00.4
995,58:00.5
402,58:00.8
731,58:02.4
1389,58:08.3
594,58:08.4
240,58:29.3
1210,58:48.3
263,59:00.7
352,59:02.2
660,59:02.8
484,59:05.0
234,59:06.8
846,59:13.8
963,59:20.1
1011,59:34.4
1283,59:40.4
762,59:48.7
1259,00:01.6
810,00:11.9
779,00:31.8
714,00:46.6
767,00:53.8
434,01:10.1
1199,01:14.8
812,01:17.2
329,01:20.0
892,01:36.9
607,01:41.3
382,01:43.7
1260,02:06.1
303,02:20.5
681,02:34.4
445,03:09.1
242,03:32.1
884,03:41.3
465,04:00.1
344,04:21.8
616,04:48.7
679,04:48.9
685,05:03.5
1077,05:07.9
1707,05:08.5
1195,05:09.9
782,05:16.4
301,05:16.6
425,05:19.6
478,05:48.9
565,05:49.5
625,05:59.3
694,06:11.3
1560,06:19.9
1480,06:55.5
581,06:58.0
693,07:21.9
651,07:24.2
649,07:34.0
954,07:43.5
291,07:55.0
1030,07:56.5
743,07:58.9
378,08:04.9
806,08:05.3
782,08:07.9
503,08:20.4
471,08:29.9
864,08:40.4
902,08:59.9
1027,09:12.7
619,09:40.3
1015,09:40.5
275,09:52.7
319,09:58.5
642,10:10.6
3684,10:14.9
199,10:16.8
1137,10:18.4
1483,10:19.4
1052,10:20.1
777,10:38.9
2038,10:50.1
244,10:57.5
257,11:16.7
207,11:41.7
830,11:48.7
1721,11:49.1
1164,11:50.5
355,11:53.4
717,12:05.8
212,12:15.3
987,12:18.1
2048,12:20.6
840,12:49.0
522,13:17.7
380,13:22.0
524,13:22.5
637,13:40.8
577,13:42.2
647,13:53.6
637,14:27.4
788,14:28.0
2088,14:53.5
970,14:54.7
2194,14:57.2
339,14:57.7
828,15:06.5
355,15:08.1
1566,15:24.2
230,15:25.4
349,15:39.2
476,15:40.1
421,15:41.7
985,15:56.5
415,16:08.5
409,16:10.0
819,16:33.5
317,16:51.9
612,16:52.0
773,16:52.6
1224,17:07.7
419,17:09.5
850,17:18.8
388,17:21.3
996,17:47.1
332,17:48.0
1144,17:51.3
475,18:11.5
402,18:13.2
222,18:24.3
334,18:28.3
600,18:44.1
522,18:47.7
2043,19:16.3
1154,19:22.5
567,19:25.3
596,19:35.4
3042,19:48.7
388,20:00.1
300,20:01.5
482,20:05.2
1379,20:20.4
556,20:20.7
5215,20:36.8
1079,20:46.1
391,20:47.0
357,20:48.3
2126,21:09.1
1573,21:33.1
720,21:41.7
250,21:44.6
200,21:52.7
394,22:06.1
451,22:06.7
2043,22:15.5
380,22:16.1
804,22:40.7
1607,22:46.6
4944,22:49.4
755,23:18.6
1408,23:28.1
928,23:43.2
439,23:44.4
488,23:47.1
358,24:00.3
566,24:11.5
1103,24:28.4
1362,24:29.0
246,24:47.6
1487,24:56.6
230,24:59.9
28184,25:01.3
187,25:17.6
784,25:32.0
516,25:48.4
1025,26:04.0
2100,26:04.7
545,26:05.8
853,26:10.2
1311,26:43.4
901,26:47.4
1604,26:52.3
660,27:04.2
299,27:13.0
4811,27:13.0
1735,27:59.6
492,28:05.3
1007,28:10.9
936,28:12.3
1007,28:41.6
226,28:42.1
1148,28:45.7
279,28:49.7
1142,28:50.9
1149,28:51.5
346,28:57.6
1808,29:00.2
1191,29:07.6
622,29:14.9
1496,29:50.9
447,29:54.1
280,29:56.8
1020,30:09.7
1533,30:09.8
406,30:14.7
906,30:17.0
622,30:23.6
707,30:32.1
726,31:00.0
304,31:00.2
675,31:15.9
770,31:21.9
4462,31:28.3
2824,31:36.3
647,31:53.6
138,31:54.4
602,31:57.4
384,31:57.5
144,32:24.7
557,32:30.4
1758,32:31.8
504,32:37.3
508,32:38.1
660,32:44.2
1714,32:49.9
711,32:52.3
687,32:52.3
408,32:54.7
1043,33:06.2
1512,33:24.6
830,33:45.5
673,33:46.1
353,34:08.1
544,34:24.0
1489,34:34.7
529,34:36.3
211,34:59.8
290,35:04.3
753,35:19.5
863,35:35.0
553,35:36.0
610,35:52.5
1429,36:17.5
1854,36:18.2
663,36:47.9
664,36:48.3
296,36:56.9
676,36:57.3
1054,37:13.7
335,37:15.4
1931,37:25.8
344,37:26.0
929,37:27.4
291,37:37.6
1016,37:38.5
558,37:41.8
648,37:52.1
261,38:02.0
482,38:10.7
1678,38:11.9
852,38:12.3
918,38:15.0
1526,38:19.7
417,38:25.7
605,38:40.5
413,39:01.1
608,39:06.1
706,39:06.8
673,39:18.0
1317,39:24.9
2100,39:31.0
324,39:35.5
580,40:08.0
1068,40:10.6
2239,40:16.6
459,40:35.7
457,40:41.2
558,40:53.0
673,40:54.7
1464,40:55.8
627,41:06.9
159,41:09.5
627,41:10.3
843,41:17.3
889,41:24.3
656,41:30.0
1067,41:40.2
2301,41:51.9
978,41:55.9
374,41:57.6
1074,41:58.0
1109,42:29.7
341,42:34.0
389,42:35.4
133,42:44.3
1046,42:48.6
999,42:56.9
2551,43:00.8
410,43:10.0
498,43:26.2
946,43:31.7
359,43:36.8
270,43:39.8
1218,43:42.8
364,44:10.9
494,44:21.0
474,44:23.8
927,44:50.4
213,45:06.5
612,45:12.2
1244,45:12.2
667,45:13.4
600,45:18.8
1249,45:21.7
426,45:32.3
442,45:37.7
82,45:46.2
487,45:46.7
777,45:49.8
477,45:53.7
297,45:54.3
541,46:00.9
2202,46:17.1
1513,46:18.9
136,46:36.6
464,47:06.3
568,47:36.9
554,47:58.1
1291,48:14.1
2395,48:19.9
1183,48:21.7
694,48:21.9
1271,48:24.5
834,48:32.6
1986,48:59.4
895,49:06.1
1533,49:06.5
983,49:26.7
610,49:33.7
1756,49:36.4
1495,49:38.7
1063,49:43.4
837,49:45.1
467,49:56.6
623,50:06.0
1290,50:13.4
566,50:23.9
288,50:26.9
654,50:30.9
2434,50:37.9
2089,50:44.8
477,50:58.7
885,51:01.0
855,51:04.8
279,51:08.6
1036,51:22.2
811,51:43.9
606,51:45.7
438,51:59.6
703,52:00.3
1657,52:02.7
477,52:14.2
2380,52:18.3
864,52:31.2
899,53:17.6
217,53:52.9
385,54:03.7
470,54:10.1
567,54:26.8
184,54:30.0
4170,54:37.1
290,54:39.4
733,54:44.2
576,54:46.5
711,54:49.9
1049,55:14.2
675,55:17.4
191,55:22.9
1625,55:23.9
1605,55:35.2
1411,56:11.2
817,56:15.4
743,56:16.4
382,57:13.6
270,57:21.1
929,57:27.8
975,57:31.7
887,57:44.7
1248,57:47.2
582,57:59.7
507,58:03.9
1467,58:07.8
1745,58:38.0
819,58:39.1
472,58:52.5
838,59:01.8
345,59:02.6
1011,59:13.3
406,59:17.0
427,59:34.2
1080,59:37.8
1287,59:49.4
781,00:22.9
4040,00:25.3
1230,00:30.8
304,01:07.0
282,01:14.8
293,01:21.4
456,01:25.8
1435,01:26.9
1607,01:27.7
462,01:31.7
546,01:41.7
355,02:02.9
679,02:12.2
562,02:19.6
1379,02:20.5
1369,02:27.9
192,02:33.0
564,02:33.8
776,02:35.6
362,02:45.6
476,03:02.2
452,03:04.4
1456,03:09.9
1237,03:19.8
562,03:24.3
1603,03:32.2
700,03:51.9
437,03:57.1
450,04:05.7
466,04:09.8
704,04:15.7
1740,04:21.2
181,04:21.6
601,04:41.8
1257,04:47.1
153,04:54.0
450,04:55.9
888,05:09.3
1013,05:36.1
178,05:38.1
533,06:00.5
673,06:15.1
1187,06:20.4
789,06:29.8
1215,06:30.1
1205,06:46.8
658,06:58.7
997,07:07.0
1300,07:39.3
1101,07:47.8
633,07:53.0
1330,07:56.0
1312,08:00.0
631,08:09.9
1703,08:16.7
796,08:16.9
427,08:20.8
1288,08:25.9
858,08:43.1
401,08:55.7
443,09:15.9
1740,09:16.3
554,09:25.5
655,10:20.1
862,10:27.8
1037,10:35.6
231,10:49.9
162,11:05.3
594,11:07.7
326,11:26.4
858,11:28.0
4266,11:53.4
814,12:06.5
3540,12:13.0
710,12:20.6
126701,12:20.9
529,12:27.4
438,12:38.3
3065,12:59.9
275,13:20.6
661,13:36.0
2916,13:49.1
366,13:53.6
424,13:54.8
1279,13:57.3
196,14:00.2
739,14:43.4
372,14:46.3
1074,14:56.3
1229,15:10.3
851,15:12.7
998,15:20.0
1260,15:51.5
1846,15:57.7
440,16:02.4
635,16:09.1
2786,16:18.3
2749,16:32.4
947,16:34.2
371,16:39.9
199,16:41.2
358,16:47.3
2205,16:54.1
234,17:04.5
409,17:07.4
1417,17:33.0
1616,17:37.3
1107,17:41.0
1040,18:09.8
194,18:13.3
333,18:14.9
291,18:36.0
407,18:39.1
199,18:56.0
451,18:56.0
966,19:02.4
1529,19:06.4
403,19:32.6
906,19:33.3
2369,19:35.8
992,19:55.9
532,19:58.7
177,19:59.4
377,20:00.3
304,20:00.6
762,20:05.3
799,20:09.3
769,20:12.2
538,20:26.9
238,20:52.3
679,20:55.1
1111,21:00.6
492,21:15.9
1082,21:16.2
358,21:29.4
1162,21:43.5
603,21:55.9
429,22:09.2
854,22:30.4
1044,22:45.5
584,23:09.2
1562,23:40.7
1035,23:51.7
547,24:09.0
471,24:10.7
1016,24:21.5
578,24:27.5
488,24:30.9
2250,24:46.8
474,24:47.6
339,24:57.0
683,25:21.2
153,25:47.3
1008,25:48.4
123,26:02.8
1554,26:10.0
715,26:21.7
179,26:39.3
321,27:18.1
659,27:20.3
374,27:25.9
384,27:51.7
574,27:53.0
1247,28:04.1
1410,28:19.5
1345,28:59.1
744,29:20.1
549,29:21.0
320,29:21.2
801,29:25.3
1168,29:25.7
1203,29:56.3
1012,30:12.9
431,30:22.5
1590,30:24.4
476,30:55.1
1197,31:09.3
2076,31:09.4
1200,31:20.1
1310,31:47.1
254,31:59.5
937,32:08.5
417,32:16.6
909,32:26.4
384,32:45.0
704,32:45.1
66,33:05.0
573,33:13.4
906,33:17.7
460,33:37.5
1400,33:45.9
521,33:56.5
251,34:27.2
718,34:28.1
396,34:30.7
994,35:03.7
784,35:23.7
954,35:28.3
536,35:35.8
293,35:48.0
737,35:53.2
199,36:05.6
5310,36:19.1
89,36:53.4
688,36:58.0
1067,37:17.4
934,37:18.8
485,37:33.5
704,37:49.5
677,37:51.7
523,38:00.9
1055,38:22.5
341,38:29.4
1091,38:36.8
231,38:51.3
352,38:53.9
736,39:28.2
144,39:38.2
888,39:40.2
1393,39:43.2
405,39:46.2
876,39:57.0
627,39:57.7
751,40:02.9
109,40:09.5
447,40:18.2
251,40:20.2
149,40:22.4
297,40:42.4
1236,40:48.2
434,40:59.1
812,41:29.7
446,41:29.9
408,41:33.6
890,41:38.2
79,41:42.3
364,41:42.6
649,42:09.5
838,42:20.0
297,42:31.4
1419,42:39.4
1814,42:41.6
1815,42:44.8
565,42:47.8
1626,42:55.4
152,43:10.9
310,43:15.1
400,43:16.9
422,43:52.7
496,43:56.5
549,44:02.1
2708,44:04.3
434,44:37.1
1847,45:04.0
754,45:39.3
872,45:44.3
398,45:48.4
675,45:48.6
2178,46:00.8
754,46:18.3
1061,46:24.4
570,46:34.2
179,46:44.0
632,46:56.5
183,47:01.6
114,47:08.5
367,47:25.8
444,47:31.9
1119,47:38.3
1058,47:58.6
309,48:04.3
1676,48:19.6
4423,48:31.9
2202,48:36.1
1515,48:47.1
317,48:51.0
307,48:53.2
1372,48:57.7
659,49:04.8
520,49:05.0
341,49:07.7
302,49:14.5
1280,49:45.2
492,49:45.5
353,49:48.6
327,49:50.6
165,50:01.6
476,50:03.9
307,50:10.5
243,50:14.9
581,50:17.3
497,50:18.6
1030,50:47.9
363,50:52.0
434,50:57.9
353,50:59.0
380,51:38.2
1021,51:42.4
278,51:51.2
305,51:55.0
135,52:33.6
712,53:07.2
478,53:24.6
808,53:27.4
449,53:55.5
1404,53:58.0
255,54:05.7
590,54:16.9
1096,54:20.2
347,54:34.2
1673,55:28.5
770,55:34.7
1983,55:35.3
624,55:46.8
3823,55:50.0
1131,55:51.0
617,56:07.6
733,56:10.6
689,56:17.9
920,56:21.8
316,56:25.9
274,56:28.3
1003,56:35.4
899,56:36.6
296,56:56.3
931,57:02.2
3721,57:14.4
130,57:34.7
826,57:55.1
143,58:11.8
1074,58:13.9
2387,58:42.3
1455,58:45.1
282,58:50.4
2241,58:57.9
637,59:04.6
1521,59:28.0
817,59:39.3
1047,59:48.2
1049,59:53.2
1026,59:55.2
862,00:06.0
747,00:20.0
411,00:50.3
584,01:10.9
1053,01:14.6
127,01:14.8
358,02:07.3
1011,02:25.2
1296,02:40.7
995,02:46.2
254,02:49.1
457,02:49.4
3517,02:49.6
843,02:51.5
744,02:58.2
316,02:58.9
1078,03:08.1
788,03:08.3
1224,03:11.3
1608,03:36.3
628,03:57.0
203,04:16.5
1480,04:23.9
754,04:32.5
830,04:58.0
203,05:04.4
1176,05:04.6
1344,05:12.8
725,05:35.5
364,05:44.5
1664,05:45.1
669,06:00.0
465,06:19.9
281,06:32.5
780,06:55.6
136,07:12.0
909,07:12.3
3726,07:30.7
3721,07:34.4
469,07:42.9
1205,07:45.0
1291,08:01.1
847,08:07.3
760,08:16.6
319,08:21.0
841,08:42.3
903,08:46.8
424,09:12.9
208,09:25.0
1637,09:41.5
1195,09:46.4
413,10:40.6
1471,10:48.8
785,11:36.6
953,11:52.1
795,12:14.7
3153,12:27.1
780,12:37.2
244,12:59.3
2045,13:07.9
222,13:25.2
777,13:53.1
1174,14:11.9
1284,14:18.3
1091,14:19.9
438,14:27.1
779,14:28.5
881,14:32.6
342,14:44.0
2040,14:50.8
1822,14:51.0
1820,15:01.0
400,15:07.7
1778,15:29.0
677,15:35.8
1764,15:56.6
541,16:28.4
287,16:45.6
714,17:11.5
1345,17:54.6
1465,18:10.8
510,18:12.1
838,18:25.2
457,18:48.6
227,18:51.1
3515,19:12.5
290,19:14.0
796,19:31.6
1393,19:39.7
461,19:47.1
981,19:56.6
651,20:10.1
656,20:47.0
265,21:05.8
656,21:36.8
1094,21:50.0
929,21:58.4
869,22:45.9
257,23:11.0
618,23:49.1
484,24:20.3
236,24:25.1
688,24:49.0
1407,26:49.1
374,26:59.3
612,27:10.8
406,27:10.8
419,27:21.1
358,27:24.9
1113,27:38.0
1237,27:40.3
271,27:51.4
1951,28:09.2
307,28:20.2
4328,28:21.9
1070,28:22.5
702,28:23.7
640,29:18.7
297,29:19.2
697,29:36.9
845,29:49.5
642,29:50.4
1634,30:16.0
1849,30:17.0
743,30:18.0
887,31:00.1
885,31:37.1
554,32:01.9
743,32:49.5
702,32:50.4
762,32:52.6
1266,33:38.6
641,34:06.0
1579,34:08.7
535,34:19.1
560,34:27.8
410,34:48.6
431,35:20.7
1236,35:28.6
538,36:07.8
561,36:10.5
518,36:23.8
1497,36:28.1
2279,37:01.4
2249,37:01.7
1757,37:11.7
734,37:26.4
2228,37:39.0
226,38:05.4
981,38:08.5
237,38:24.5
1276,38:48.7
457,38:48.7
206,38:51.1
773,39:00.1
691,39:03.5
716,39:28.0
123,39:32.3
326,39:36.0
509,39:52.6
1484,40:21.9
518,40:29.6
249,40:58.9
151,41:21.4
405,41:36.8
425,42:03.3
374,42:03.7
2075,42:05.6
429,42:08.1
2920,42:27.5
2075,42:49.3
328,43:17.8
381,43:33.4
1052,43:33.7
182,44:01.4
307,44:03.6
975,44:11.9
721,44:32.8
679,44:32.9
1072,44:36.5
367,45:03.6
553,45:10.7
644,45:13.4
598,45:28.1
256,45:34.2
501,45:46.5
548,46:13.9
371,46:20.9
499,46:52.1
901,47:03.4
657,47:03.5
879,47:08.1
601,47:17.3
735,47:36.0
961,47:36.6
351,48:39.5
1499,48:41.5
706,49:07.4
526,49:07.9
556,49:24.5
336,49:47.1
278,50:01.0
2212,50:17.7
257,50:27.9
479,50:42.7
287,51:18.9
738,51:30.8
1203,51:38.5
496,52:09.5
215,52:51.1
2068,52:53.9
443,52:57.7
1345,52:58.1
403,53:05.4
80847,53:07.7
158,53:44.0
363,54:57.0
536,54:59.4
2450,55:04.7
720,55:11.8
398,55:22.2
414,55:37.9
2608,55:40.0
1391,55:48.4
682,55:57.5
214,56:04.5
311,58:33.1
79,58:57.2
972,59:02.1
348,59:24.3
1448,59:53.1
1510,59:57.4
230,59:59.5
867,00:36.4
933,00:51.2
1415,00:53.2
2770,01:29.5
665,02:21.1
111,02:49.8
1288,03:11.8
1938,03:38.1
884,03:48.0
1923,03:57.5
262,04:02.5
217,04:04.2
2008,04:07.0
494,04:17.7
383,04:23.6
1550,04:41.4
280,04:54.3
556,05:03.7
259,05:23.8
2479,05:37.0
1752,06:21.6
379,06:22.3
612,06:41.9
106,06:42.5
1116,06:56.4
837,07:11.3
819,07:23.6
470,07:41.6
470,07:44.0
369,07:50.0
372,07:56.6
336,08:07.1
342,08:21.5
235,08:27.4
1520,08:51.4
263,08:53.5
632,08:54.1
2364,09:07.8
611,09:08.5
852,09:09.3
229,09:15.4
439,09:33.0
430,09:35.2
334,09:58.0
367,10:12.4
696,10:36.8
165,10:43.4
917,11:03.1
3274,11:08.3
552,11:48.1
1131,11:53.4
1389,11:58.0
903,12:06.1
305,12:23.9
290,12:30.8
500,13:07.4
255,13:57.2
628,13:59.0
1458,14:08.0
1043,15:17.5
587,15:38.2
1406,15:43.9
343,17:12.6
266,17:20.2
211,17:31.9
1294,17:32.6
610,17:44.7
1003,17:58.3
521,18:20.3
469,18:40.3
609,18:53.9
1190,18:57.9
1295,19:00.7
80,19:56.7
609,20:11.5
264,20:35.7
662,20:43.3
1198,20:55.4
195,20:57.5
747,21:00.6
451,21:16.5
282,21:20.1
1140,21:46.7
3438,21:47.2
699,22:01.4
410,22:17.4
502,22:50.5
627,23:16.1
1086,23:20.7
392,23:28.5
598,23:36.7
783,23:56.6
72214,24:37.1
1663,24:49.3
717,24:50.2
1218,25:00.0
569,25:19.3
1604,25:37.2
754,25:55.1
1405,26:11.1
784,26:14.0
3217,26:14.1
960,26:18.2
100,26:26.4
721,26:53.0
1494,27:14.7
1797,27:33.2
1704,27:56.1
943,27:58.0
510,29:12.3
443,29:55.9
1243,30:17.1
554,30:17.5
412,30:19.1
541,30:56.4
415,30:57.8
566,31:07.2
688,31:09.4
380,31:35.1
210,32:17.3
401,32:19.5
1174,32:22.5
792,32:33.2
648,32:51.3
751,33:23.8
532,33:32.6
1147,34:05.0
845,34:07.6
1680,34:29.0
464,35:06.6
1087,35:09.7
479,35:18.7
563,35:34.8
679,36:03.6
558,36:07.0
804,36:14.7
413,36:18.6
471,36:32.6
339,36:44.8
2571,37:07.6
883,37:36.5
561,38:01.4
895,38:20.1
548,38:45.7
563,38:50.7
1284,39:25.1
570,39:37.6
319,39:46.6
522,39:50.3
851,39:54.5
270,40:07.3
378,40:11.4
917,40:44.5
924,41:12.7
360,41:32.2
1062,41:40.1
765,41:51.3
1362,42:05.0
1012,42:27.1
441,42:59.3
636,43:27.7
1283,43:28.1
922,43:29.2
300,43:32.7
2412,43:53.9
312,43:54.0
584,44:07.0
229,44:13.3
404,44:22.2
2272,44:47.6
1712,44:59.7
1858,45:11.2
1438,45:20.7
157,45:20.8
616,47:07.6
323,47:10.3
1047,47:16.3
3110,47:21.5
933,47:27.0
3959,47:29.3
251,47:53.8
462,48:11.6
460,48:31.2
512,49:01.8
245,49:10.2
1056,49:48.9
296,51:31.1
755,51:39.6
310,51:45.6
346,52:10.8
1089,52:27.6
2194,52:37.6
752,52:47.0
908,53:15.6
1743,53:16.6
541,53:22.8
383,53:32.0
1074,53:42.4
1098,54:05.7
1449,54:43.3
238,55:00.7
2010,55:01.0
557,55:14.9
253,55:17.0
189,55:18.3
750,55:21.4
327,55:45.0
530,56:05.9
860,56:34.9
986,56:36.2
414,56:36.7
621,56:45.3
479,57:02.8
1297,57:10.7
942,57:17.1
730,57:44.6
1952,58:26.3
497,59:38.8
608,00:08.7
718,00:19.1
317,00:58.8
344,01:11.8
19387,01:38.2
775,01:44.2
529,02:22.9
382,02:31.2
1273,02:33.1
850,02:50.5
570,02:51.9
307,03:07.0
828,03:30.3
365,03:43.2
1852,03:43.9
602,05:28.8
554,05:39.6
951,06:13.0
290,06:16.7
742,06:36.5
630,06:41.3
1234,07:28.4
2148,07:42.0
956,08:08.6
1113,08:21.5
807,08:47.5
1857,10:01.4
1245,10:15.1
893,10:28.9
369,10:31.6
1532,10:38.9
928,10:59.1
271,11:11.6
980,12:03.1
1320,12:06.8
1500,12:14.3
588,12:22.3
1298,12:39.9
403,12:59.4
744,13:00.1
256,13:01.9
1509,13:06.3
1848,13:08.2
389,13:14.3
345,13:24.5
597,13:27.1
467,13:29.1
516,13:57.4
1195,14:30.8
263,14:53.9
333,14:58.8
582,15:13.7
526,15:22.3
644,15:36.9
1076,15:44.6
462,15:50.4
503,15:53.1
1368,16:22.1
420,16:50.4
278,17:08.1
411,17:34.8
191,17:39.9
553,18:05.3
847,18:10.1
2632,18:19.7
389,18:30.5
417,18:37.6
380,18:46.2
3161,19:01.2
3152,19:08.9
3424,19:19.8
671,19:24.0
395,19:26.4
361,19:35.4
205,20:15.1
959,20:30.0
283,21:15.3
374,21:34.5
1229,21:41.5
1097,21:43.9
3000,21:46.9
620,21:51.9
936,22:13.0
1224,22:27.2
453,22:32.6
1203,22:46.9
1542,22:51.9
608,22:58.1
251,23:22.3
602,23:32.1
295,23:42.5
450,24:11.4
657,24:33.1
1577,24:40.6
785,25:08.1
525,25:16.6
1842,25:28.6
779,25:31.1
2582,25:35.6
942,25:36.5
717,26:28.9
1957,26:32.6
145,26:37.6
170,26:47.2
1157,26:56.4
329,26:57.0
820,26:58.5
855,27:22.9
2649,27:30.0
609,27:45.8
825,28:24.2
2594,28:25.1
433,29:06.6
506,29:29.0
129,29:35.2
293,29:35.7
1121,29:38.3
846,29:53.1
263,30:40.8
316,30:46.6
100,30:49.8
1140,31:05.5
560,31:09.9
1102,31:12.4
419,31:22.5
246,31:31.9
208,32:14.7
963,32:24.5
804,32:29.0
973,32:31.6
462,33:09.3
1697,33:27.5
421,33:30.7
1204,33:37.6
630,33:54.0
560,34:16.8
99,34:19.4
412,34:33.0
459,35:03.8
1381,35:06.6
218,35:16.5
526,36:45.8
963,37:01.7
1204,37:26.3
373,38:18.4
489,38:21.0
1044,38:46.4
243,39:07.0
389,39:38.1
352,39:39.1
580,40:05.2
923,40:18.4
260,40:39.2
844,40:59.1
557,41:05.8
619,41:18.1
397,41:27.6
1189,41:43.1
465,41:49.2
1576,41:50.1
875,41:53.7
493,41:54.6
365,41:55.5
311,42:13.2
729,42:13.5
450,42:25.9
102,43:00.2
1398,43:00.4
3108833,43:12.9
233,43:44.1
940,44:06.4
1054,45:56.1
168,46:34.2
2080,46:34.4
1104,47:14.5
1478,47:36.5
610,47:38.7
126,47:44.8
490,47:57.4
628,48:20.6
785,48:28.9
309,48:41.9
4213,48:47.7
115,49:20.4
617,49:23.5
443,50:34.5
1005,50:37.6
602,50:37.6
989,50:40.0
1407,50:45.1
1418,51:17.4
236,51:27.5
811,51:31.9
785,51:46.1
93,52:30.1
218,52:33.1
1570,52:36.8
253,52:42.6
135,53:12.3
290,53:16.2
653,53:57.1
555,54:08.4
2746,54:29.4
338,54:46.7
904,54:50.8
228,54:58.3
341,55:16.6
1744,55:30.3
1382,55:53.0
485,56:15.4
1664,56:56.8
1091,57:05.9
2274,57:06.8
126,57:16.4
2038,57:20.1
461,57:24.7
1095,58:21.5
491,58:33.3
286,58:34.8
517,59:16.9
529,00:13.3
543,00:52.7
3723,01:01.7
9709,01:31.1
625,01:34.9
518,02:22.2
219,02:24.5
2108,02:49.0
627,02:50.2
792,03:04.4
3611,03:59.6
205,05:51.1
271,06:27.2
142,06:41.3
385,07:35.6
2131,09:40.2
657,10:33.3
671,11:11.6
889,11:33.5
699,12:19.6
859,12:45.8
921,13:16.3
590,13:17.1
724,13:51.6
527,13:53.5
1059,14:56.8
205,15:40.1
725,15:43.1
991,15:52.9
676,17:19.1
486,19:40.3
343,20:30.6
844,21:42.6
102,22:31.2
1628,24:30.2
971,24:33.4
1617,24:52.3
2897,25:18.2
1485,25:45.8
1315,25:51.7
165,26:17.7
366,26:46.6
94,27:11.5
584,28:04.7
1871,28:16.0
572,28:22.7
152,28:23.2
581,28:41.7
1182,28:46.5
345,29:30.8
1446,30:04.0
197,30:22.8
539,32:05.1
576,32:27.8
206,32:28.7
722,32:29.8
712,32:39.1
910,33:28.8
600,33:35.9
219,34:40.0
804,36:31.4
468,36:46.0
422,37:59.0
541,38:48.5
691,39:07.5
393,39:16.7
693,39:47.9
279,41:55.2
2008,42:15.7
968,42:35.1
1980,42:52.8
1949,43:19.1
278,43:38.4
1924,43:44.7
245,44:14.5
1048,44:24.1
356,45:02.4
948,45:11.4
1120,45:38.7
180,45:59.2
704,46:09.7
1756,46:39.0
1943,46:55.3
2341,46:59.9
200,47:20.8
781,48:28.0
243,48:57.4
469,49:03.2
1230,49:26.1
741,49:52.3
338,50:05.2
1687,50:43.6
798,50:49.1
296,50:53.5
460,51:51.6
243,51:52.3
346,52:03.2
267,52:11.6
1065,54:49.1
548,55:06.5
382,55:18.9
479,56:57.8
1711,56:58.5
280,57:31.7
449,57:42.8
1292,57:56.9
1220,57:58.4
1387,58:29.7
238,58:31.0
813,58:35.2
256,58:54.9
381,59:03.8
377,59:04.0
236,59:22.3
387,59:44.1
703,00:13.4
329,00:20.3
269,00:30.7
1154,00:39.8
493,00:42.3
369,00:49.1
414,00:54.4
550,01:15.6
531,01:50.3
1086,02:58.5
941,03:50.3
722,05:19.2
129,05:24.5
824,05:27.2
452,06:30.3
257,07:34.9
2737,08:13.0
512,08:31.6
1057,08:46.4
230,08:51.0
686,08:56.8
681,09:36.7
386,09:49.8
1922,10:00.1
1019,10:40.2
501,10:53.0
453,11:25.2
306,11:51.2
705,12:47.1
331,13:02.8
274,13:30.7
1389,14:10.3
1479,14:27.8
462,14:43.3
1438,15:48.1
495,17:10.3
5930,17:35.4
522,18:37.1
1255,18:49.2
1241,19:13.4
312,19:18.1
706,19:44.7
2004,20:01.5
223,20:13.7
403,20:46.3
641,20:50.8
1267,21:09.0
1212,21:39.6
383,22:14.0
365,22:18.6
1191,22:36.5
1414,22:48.2
88,22:49.6
425,22:55.8
287,23:22.4
781,24:00.8
251,24:04.4
789,24:12.8
1326,24:14.4
1528,24:55.5
566,25:10.4
605,25:23.1
331,25:38.9
1598,26:08.4
1585,26:13.6
625,26:17.3
307,26:21.3
790,27:19.5
772,27:35.7
373,27:59.4
349,28:52.5
783,28:56.3
255,29:58.0
2490,30:02.8
381,30:23.1
238,30:36.8
1417,30:57.6
628,31:13.0
356,31:15.2
1236,31:18.0
558,31:23.2
1062,31:31.2
219,31:46.7
1077,31:54.9
1633,32:09.1
3419,32:13.3
4263,32:19.4
420,32:30.0
566,32:30.2
447,32:41.4
1472,32:55.3
951,33:00.9
415,33:20.5
1218,33:24.7
1033,33:48.0
284,33:52.0
549,35:29.1
369,35:34.5
599,35:40.3
1224,35:49.8
625,35:59.9
1753,35:59.9
791,36:02.8
598,36:11.3
1774,36:31.4
314,36:50.5
241,36:57.3
561,37:30.3
780,37:36.7
433,37:37.9
161,37:43.9
152,37:52.2
276,38:02.8
421,38:10.2
448,38:23.4
333,38:30.9
941,38:44.6
984,38:46.7
371,38:59.0
455,39:23.2
913,39:58.9
1627,40:14.0
249,40:15.7
723,40:38.3
478,40:40.2
391,40:42.5
1854,40:57.9
3885,41:14.0
1666,41:31.2
616,41:31.4
646,41:49.3
405,41:53.0
2078,42:05.2
1866,42:08.0
977,42:35.2
1009,42:50.2
624,42:53.6
1173,43:01.2
396,43:04.0
645,43:10.9
429,43:18.3
333,43:19.8
1191,43:25.2
560,43:36.9
3873,43:53.6
371,44:14.5
304,44:15.2
585,44:19.9
262,44:24.4
569,44:26.0
